"STATE","FACILITY_NAME","ORISPL_CODE","UNITID","OP_DATE","SUM_OP_TIME","COUNT_OP_TIME","GLOAD","SLOAD","SO2_MASS","SO2_RATE","NOX_RATE","NOX_MASS","CO2_MASS","CO2_RATE","HEAT_INPUT"
"AL","E C Gaston","26","3","04-12-1995","23.5","24","4204","","24.491","1.187",".468","9.665","4226.226",".103","41194.795"
"AL","E C Gaston","26","3","04-13-1995","24","24","4700","","30.172","1.203",".464","11.668","5124.385",".103","49951.8"
"AL","E C Gaston","26","3","04-14-1995","24","24","3893","","22.622","1.183",".482","9.17","3910.46",".103","38118.4"
"AL","Gadsden","7","1","04-01-1995","0","0","","","","","","","","",""
"AL","Gadsden","7","2","04-01-1995","0","0","","","","","","","","",""
"AL","E C Gaston","26","1","04-01-1995","24","24","3255","","10.213",".541",".468","8.969","1925.25",".051","37543"
"AL","E C Gaston","26","2","04-01-1995","24","24","0","","10.213",".541",".468","8.969","1925.25",".051","37543"
"AL","E C Gaston","26","3","04-01-1995","24","24","4150","","26.51","1.123",".463","10.847","4840.7",".103","47191.5"
"AL","E C Gaston","26","4","04-01-1995","0","0","","","","","","","","",""
"AL","E C Gaston","26","5","04-01-1995","24","24","11813","","74.066","1.135",".422","27.424","13393.6",".103","130550.8"
"AL","Colbert","47","1","04-01-1995","24","24","4586","","33.514","1.505",".435","9.689","4569.665",".103","44538.56"
"AL","Colbert","47","2","04-01-1995","24","24","4538","","33.153","1.505",".435","9.585","4520.641",".103","44060.767"
"AL","Colbert","47","3","04-01-1995","24","24","4221","","30.82","1.505",".435","8.921","4202.384",".103","40958.797"
"AL","E C Gaston","26","3","04-15-1995","24","24","3954","","22.826","1.162",".504","9.696","3985.668",".103","38851.3"
"AL","E C Gaston","26","4","04-09-1995","7.75","8","8","",".062","1.339",".519",".024","9.492",".103","92.508"
"AL","E C Gaston","26","4","04-10-1995","22.25","23","3083","","18.9","1.285",".486","7.338","3071.736",".103","29940.554"
"AL","E C Gaston","26","4","04-11-1995","24","24","4960","","29.315","1.233",".478","11.346","4870.932",".103","47481.7"
"AL","E C Gaston","26","4","04-12-1995","24","24","4546","","26.329","1.188",".468","10.348","4541.174",".103","44265.105"
"AL","E C Gaston","26","4","04-13-1995","24","24","2738","","16.255","1.203",".464","6.242","2782.415",".103","27121.5"
"AL","E C Gaston","26","4","04-14-1995","24","24","3561","","20.689","1.183",".482","8.39","3577.44",".103","34872.2"
"AL","E C Gaston","26","4","04-15-1995","24","24","3444","","19.852","1.162",".504","8.449","3470.232",".103","33827"
"AL","E C Gaston","26","5","04-09-1995","0","0","","","","","","","","",""
"AL","E C Gaston","26","5","04-10-1995","0","0","","","","","","","","",""
"AL","E C Gaston","26","5","04-11-1995","0","0","","","","","","","","",""
"AL","E C Gaston","26","5","04-12-1995","0","0","","","","","","","","",""
"AL","E C Gaston","26","5","04-13-1995","0","0","","","","","","","","",""
"AL","E C Gaston","26","5","04-14-1995","0","0","","","","","","","","",""
"AL","E C Gaston","26","5","04-15-1995","0","0","","","","","","","","",""
"AL","Colbert","47","1","04-09-1995","0","0","","","","","","","","",""
"AL","Colbert","47","1","04-10-1995","0","0","","","","","","","","",""
"AL","Colbert","47","1","04-11-1995","0","0","","","","","","","","",""
"AL","Colbert","47","1","04-12-1995","0","0","","","","","","","","",""
"AL","Colbert","47","1","04-13-1995","0","0","","","","","","","","",""
"AL","Colbert","47","1","04-14-1995","0","0","","","","","","","","",""
"AL","Colbert","47","1","04-15-1995","0","0","","","","","","","","",""
"AL","Colbert","47","2","04-09-1995","24","24","4559","","30.977","1.385",".416","9.316","4591.251",".103","44750.019"
"AL","Colbert","47","2","04-10-1995","24","24","4611","","31.411","1.359",".439","10.158","4742.794",".103","46226.057"
"AL","Colbert","47","2","04-11-1995","24","24","4677","","32.131","1.35",".441","10.503","4884.817",".103","47609.694"
"AL","Colbert","47","2","04-12-1995","24","24","4619","","31.993","1.351",".43","10.194","4861.349",".103","47381.106"
"AL","Colbert","47","2","04-13-1995","24","24","4339","","30.362","1.379",".425","9.387","4554.725",".103","44393.001"
"AL","Colbert","47","2","04-14-1995","24","24","3685","","27.956","1.512",".426","8.056","3824.046",".103","37271.267"
"AL","Colbert","47","2","04-15-1995","24","24","3792","","28.634","1.487",".413","8.045","3969.653",".103","38690.655"
"AL","Colbert","47","3","04-09-1995","24","24","3353","","22.723","1.385",".416","6.822","3364.675",".103","32794.534"
"AL","Colbert","47","3","04-10-1995","24","24","4171","","28.477","1.359",".439","9.238","4295.902",".103","41870.175"
"AL","Colbert","47","3","04-11-1995","24","24","4524","","31.092","1.35",".441","10.164","4726.893",".103","46070.499"
"AL","Colbert","47","3","04-12-1995","24","24","4461","","30.898","1.351",".43","9.846","4694.694",".103","45756.797"
"AL","Colbert","47","3","04-13-1995","24","24","4319","","30.32","1.379",".425","9.358","4527.135",".103","44124.2"
"AL","Colbert","47","3","04-14-1995","24","24","3384","","25.732","1.512",".426","7.288","3502.239",".103","34134.763"
"AL","Colbert","47","3","04-15-1995","24","24","2909","","21.983","1.487",".413","6.155","3044.649",".103","29674.974"
"AL","Colbert","47","4","04-09-1995","24","24","3445","","23.352","1.385",".416","7.015","3458.679",".103","33710.747"
"AL","Colbert","47","4","04-10-1995","24","24","4335","","29.564","1.359",".439","9.578","4461.706",".103","43486.267"
"AL","Colbert","47","4","04-11-1995","24","24","4218","","28.968","1.35",".441","9.479","4403.89",".103","42922.305"
"AL","Colbert","47","4","04-12-1995","24","24","4492","","31.105","1.351",".43","9.912","4726.158",".103","46063.498"
"AL","Colbert","47","4","04-13-1995","24","24","4361","","30.619","1.379",".425","9.45","4571.538",".103","44556.998"
"AL","Colbert","47","4","04-14-1995","24","24","3447","","26.204","1.512",".426","7.421","3566.613",".103","34762.169"
"AL","Colbert","47","4","04-15-1995","24","24","3009","","22.712","1.487",".413","6.364","3146.095",".103","30663.771"
"AL","Colbert","47","5","04-09-1995","24","24","11008","","181.735","3.703",".426","20.921","10069.4",".103","98141.8"
"AL","Colbert","47","5","04-10-1995","24","24","11647","","183.736","3.62",".418","21.203","10395.9",".103","101324.4"
"AL","Colbert","47","5","04-11-1995","24","24","10547","","169.141","3.664",".401","18.5","9473.5",".103","92334.6"
"AL","Colbert","47","5","04-12-1995","24","24","10466","","170.382","3.722",".399","18.254","9397.3",".103","91591.4"
"AL","Colbert","47","5","04-13-1995","24","24","10497","","146.735","3.256",".414","18.654","9248.2",".103","90137.9"
"AL","Colbert","47","5","04-14-1995","24","24","10583","","158.479","3.546",".431","19.261","9171.8",".103","89393.4"
"AL","Colbert","47","5","04-15-1995","24","24","10433","","159.672","3.654",".42","18.35","8969.6",".103","87420.9"
"AL","Charles R Lowman","56","2","04-09-1995","24","24","5277","","11.162",".384",".638","18.508","5939",".103","57886.4"
"AL","Charles R Lowman","56","2","04-10-1995","24","24","5230","","10.84",".373",".629","18.223","5916.1",".103","57661.3"
"AL","Charles R Lowman","56","2","04-11-1995","24","24","5122","","8.785",".305",".596","17.165","5840.4",".103","56925.1"
"AL","Charles R Lowman","56","2","04-12-1995","24","24","5144","","8.821",".305",".609","17.621","5921.5",".103","57714.4"
"AL","Charles R Lowman","56","2","04-13-1995","24","24","5134","","15.036",".522",".606","17.509","5920",".103","57699.8"
"AL","Charles R Lowman","56","2","04-14-1995","24","24","5154","","13.424",".466",".581","16.706","5910.6",".103","57605.8"
"AL","Charles R Lowman","56","2","04-15-1995","24","24","5102","","12.957",".453",".6","17.142","5844.6",".103","56965.3"
"AL","Charles R Lowman","56","3","04-09-1995","0","0","","","","","","","","",""
"AL","Charles R Lowman","56","3","04-10-1995","0","0","","","","","","","","",""
"AL","Charles R Lowman","56","3","04-11-1995","0","0","","","","","","","","",""
"AL","Charles R Lowman","56","3","04-12-1995","0","0","","","","","","","","",""
"AL","Charles R Lowman","56","3","04-13-1995","0","0","","","","","","","","",""
"AL","Charles R Lowman","56","3","04-14-1995","0","0","","","","","","","","",""
"AL","Charles R Lowman","56","3","04-15-1995","0","0","","","","","","","","",""
"AL","Colbert","47","4","04-01-1995","24","24","4337","","31.706","1.505",".435","9.171","4320.611",".103","42111.077"
"AL","Colbert","47","5","04-01-1995","14","14","0","","10.039","2.203",".177",".807","710.5",".103","6926.4"
"AL","Charles R Lowman","56","2","04-01-1995","24","24","5364","","12.114",".408",".648","19.244","6089.5",".103","59351.1"
"AL","Charles R Lowman","56","3","04-01-1995","0","0","","","","","","","","",""
"AL","Gadsden","7","1","04-02-1995","0","0","","","","","","","","",""
"AL","Gadsden","7","1","04-03-1995","0","0","","","","","","","","",""
"AL","Gadsden","7","1","04-04-1995","0","0","","","","","","","","",""
"AL","Gadsden","7","1","04-05-1995","0","0","","","","","","","","",""
"AL","Gadsden","7","1","04-06-1995","0","0","","","","","","","","",""
"AL","Gadsden","7","1","04-07-1995","0","0","","","","","","","","",""
"AL","Gadsden","7","1","04-08-1995","0","0","","","","","","","","",""
"AL","Gadsden","7","2","04-02-1995","0","0","","","","","","","","",""
"AL","Gadsden","7","2","04-03-1995","0","0","","","","","","","","",""
"AL","Gadsden","7","2","04-04-1995","0","0","","","","","","","","",""
"AL","Gadsden","7","2","04-05-1995","0","0","","","","","","","","",""
"AL","Gadsden","7","2","04-06-1995","0","0","","","","","","","","",""
"AL","Gadsden","7","2","04-07-1995",".75","1","0","",".002",".217",".286",".003",".3",".013","22.425"
"AL","Gadsden","7","2","04-08-1995","24","24","8","",".265",".106",".248",".419","71",".024","2967.9"
"AL","E C Gaston","26","1","04-02-1995","24","24","2022","","6.668",".543",".417","5.142","1260.45",".051","24579.5"
"AL","E C Gaston","26","1","04-03-1995","24","24","3062","","9.454",".542",".465","8.217","1788.95",".051","34880.7"
"AL","E C Gaston","26","1","04-04-1995","24","24","3261","","9.929",".529",".456","8.69","1917.7",".051","37391.7"
"AL","E C Gaston","26","1","04-05-1995","24","24","3967","","12.323",".544",".47","10.733","2405.911",".053","44706.5"
"AL","E C Gaston","26","1","04-06-1995","24","24","3781","","13.741",".624",".464","9.879","2717.588",".062","42201.8"
"AL","E C Gaston","26","1","04-07-1995","24","24","3375","","11.318",".569",".461","9.15","2192.278",".055","38988"
"AL","E C Gaston","26","1","04-08-1995","24","24","5474","","34.035","1.137",".483","14.298","6119.455",".103","59648.3"
"AL","E C Gaston","26","2","04-02-1995","24","24","0","","6.668",".543",".417","5.142","1260.45",".051","24579.5"
"AL","E C Gaston","26","2","04-03-1995","24","24","0","","9.454",".542",".465","8.217","1788.95",".051","34880.7"
"AL","E C Gaston","26","2","04-04-1995","24","24","0","","9.929",".529",".456","8.69","1917.7",".051","37391.7"
"AL","E C Gaston","26","2","04-05-1995","24","24","1","","11.185",".544",".47","10.205","2181.389",".053","42518.1"
"AL","E C Gaston","26","2","04-06-1995","24","24","5","","8.156",".624",".464","7.487","1616.912",".062","31472.3"
"AL","E C Gaston","26","2","04-07-1995","24","24","2","","9.309",".569",".461","8.246","1809.122",".055","35253.2"
"AL","E C Gaston","26","2","04-08-1995","24","24","3120","","19.406","1.137",".483","8.111","3475.545",".103","33876.6"
"AL","E C Gaston","26","3","04-02-1995","24","24","3095","","20.756","1.134",".432","7.902","3756.3",".103","36619.9"
"AL","E C Gaston","26","3","04-03-1995","24","24","3975","","26.384","1.148",".421","9.647","4714.8",".103","45962.4"
"AL","E C Gaston","26","3","04-04-1995","24","24","4012","","26.483","1.151",".38","8.715","4706.3",".103","45884.5"
"AL","E C Gaston","26","3","04-05-1995","24","24","4074","","27.019","1.171",".441","10.237","4721.8",".103","46031.7"
"AL","E C Gaston","26","3","04-06-1995","24","24","4456","","28.108","1.135",".48","11.888","5075.1",".103","49475.3"
"AL","E C Gaston","26","3","04-07-1995","24","24","4143","","25.431","1.087",".47","10.991","4791.4",".103","46709.6"
"AL","E C Gaston","26","3","04-08-1995","24","24","5627","","41.266","1.316",".509","15.867","6427.5",".103","62656.6"
"AL","E C Gaston","26","4","04-02-1995","0","0","","","","","","","","",""
"AL","E C Gaston","26","4","04-03-1995","0","0","","","","","","","","",""
"AL","E C Gaston","26","4","04-04-1995","0","0","","","","","","","","",""
"AL","E C Gaston","26","4","04-05-1995","0","0","","","","","","","","",""
"AL","E C Gaston","26","4","04-06-1995","0","0","","","","","","","","",""
"AL","E C Gaston","26","4","04-07-1995","0","0","","","","","","","","",""
"AL","E C Gaston","26","4","04-08-1995","0","0","","","","","","","","",""
"AL","E C Gaston","26","5","04-02-1995","24","24","10767","","67.64","1.125",".461","27.581","12343.6",".103","120320"
"AL","E C Gaston","26","5","04-03-1995","24","24","13018","","84.841","1.161",".447","31.907","14992.9",".103","146140.6"
"AL","E C Gaston","26","5","04-04-1995","24","24","13620","","89.218","1.185",".406","30.119","15354.4",".103","149666.6"
"AL","E C Gaston","26","5","04-05-1995","24","24","14977","","98.256","1.193",".411","32.191","16695.5",".103","162734.6"
"AL","E C Gaston","26","5","04-06-1995","24","24","14783","","92.455","1.148",".395","31.109","16522.4",".103","161046.4"
"AL","E C Gaston","26","5","04-07-1995","24","24","13235","","104.83","1.388",".387","27.275","14864.9",".103","144893.2"
"AL","E C Gaston","26","5","04-08-1995","13","13","0","",".411","","0","","0","","0"
"AL","Colbert","47","1","04-02-1995","24","24","4550","","33.019","1.477",".44","9.828","4589.16",".103","44728.52"
"AL","Colbert","47","1","04-03-1995","24","24","4152","","33.628","1.666",".441","8.909","4169.76",".103","40640.452"
"AL","Colbert","47","1","04-04-1995","24","24","3851","","31.098","1.65",".447","8.442","3912.628",".103","38134.805"
"AL","Colbert","47","1","04-05-1995","24","24","4166","","32.166","1.531",".437","8.939","4307.845",".103","41987.466"
"AL","Colbert","47","1","04-06-1995","24","24","4608","","34.923","1.51",".418","9.675","4747.279",".103","46268.881"
"AL","Colbert","47","1","04-07-1995","23","23","3611","","27.211","1.51",".415","7.417","3704.343",".103","36104.347"
"AL","Colbert","47","1","04-08-1995","0","0","","","","","","","","",""
"AL","Colbert","47","2","04-02-1995","24","24","4380","","31.761","1.477",".44","9.485","4424.959",".103","43128.11"
"AL","Colbert","47","2","04-03-1995","24","24","4132","","33.785","1.666",".441","8.92","4157.16",".103","40517.347"
"AL","Colbert","47","2","04-04-1995","24","24","4558","","37.152","1.65",".447","10.071","4621.075",".103","45040.533"
"AL","Colbert","47","2","04-05-1995","24","24","4546","","34.972","1.531",".437","9.971","4686.022",".103","45673.809"
"AL","Colbert","47","2","04-06-1995","24","24","4579","","34.686","1.51",".418","9.611","4714.921",".103","45953.51"
"AL","Colbert","47","2","04-07-1995","24","24","4547","","34.578","1.511",".417","9.536","4695.408",".103","45764.048"
"AL","Colbert","47","2","04-08-1995","24","24","4560","","32.742","1.435",".445","10.146","4683.964",".103","45652.369"
"AL","Colbert","47","3","04-02-1995","19.5","20","2626","","18.576","1.448",".431","5.54","2652.291",".103","25850.752"
"AL","Colbert","47","3","04-03-1995","0","0","","","","","","","","",""
"AL","Colbert","47","3","04-04-1995","0","0","","","","","","","","",""
"AL","Colbert","47","3","04-05-1995","10","11","1170","","9.154","1.557",".409","2.423","1202.408",".103","11719.31"
"AL","Colbert","47","3","04-06-1995","24","24","3879","","29.123","1.51",".418","8.063","3962.775",".103","38622.922"
"AL","Colbert","47","3","04-07-1995","24","24","3580","","27.058","1.511",".417","7.446","3686.647",".103","35932.008"
"AL","Colbert","47","3","04-08-1995","24","24","3363","","24.006","1.435",".445","7.488","3463.02",".103","33752.066"
"AL","Colbert","47","4","04-02-1995","24","24","2868","","20.37","1.477",".44","6.125","2884.691",".103","28115.822"
"AL","Colbert","47","4","04-03-1995","24","24","3358","","27.277","1.666",".441","7.257","3389.182",".103","33032.303"
"AL","Colbert","47","4","04-04-1995","24","24","3829","","30.922","1.65",".447","8.397","3890.294",".103","37917.161"
"AL","Colbert","47","4","04-05-1995","24","24","3543","","27.33","1.531",".437","7.61","3655.932",".103","35633.517"
"AL","Colbert","47","4","04-06-1995","24","24","3766","","28.257","1.51",".418","7.828","3845.529",".103","37480.186"
"AL","Colbert","47","4","04-07-1995","24","24","3883","","29.348","1.511",".417","8.069","3996.505",".103","38952.097"
"AL","Colbert","47","4","04-08-1995","24","24","3398","","24.272","1.435",".445","7.573","3502.018",".103","34132.168"
"AL","Colbert","47","5","04-02-1995","19.75","20","1678","","45.629","3.467",".294","4.122","2682.15",".103","26141.575"
"AL","Colbert","47","5","04-03-1995","20","20","5152","","89.924","2.977",".307","10.527","5175.3",".102","50442.3"
"AL","Colbert","47","5","04-04-1995","11.5","12","5421","","81.686","3.335",".43","10.689","5010.5",".103","48834.5"
"AL","Colbert","47","5","04-05-1995","0","0","","","","","","","","",""
"AL","Colbert","47","5","04-06-1995","17","17","1447","","29.968","2.383",".271","3.526","2176.7",".103","21212.7"
"AL","Colbert","47","5","04-07-1995","24","24","12043","","177.634","3.325",".451","24.095","10963",".103","106852.3"
"AL","Colbert","47","5","04-08-1995","24","24","11813","","189.123","3.596",".439","23.101","10791.8",".103","105182.4"
"AL","Charles R Lowman","56","2","04-02-1995","24","24","5328","","10.584",".356",".641","19.057","6089.1",".103","59345.9"
"AL","Charles R Lowman","56","2","04-03-1995","24","24","5258","","10.416",".359",".647","18.734","5938.4",".103","57879.3"
"AL","Charles R Lowman","56","2","04-04-1995","24","24","4966","","9.858",".361",".647","17.652","5582.7",".103","54411.9"
"AL","Charles R Lowman","56","2","04-05-1995","24","24","4555","","11.473",".46",".625","15.527","5060.1",".103","49316.6"
"AL","Charles R Lowman","56","2","04-06-1995","24","24","5261","","12.081",".417",".646","18.716","5940",".103","57894"
"AL","Charles R Lowman","56","2","04-07-1995","24","24","5256","","9.199",".314",".636","18.607","5990.7",".103","58390.7"
"AL","Charles R Lowman","56","2","04-08-1995","24","24","5224","","10.277",".354",".638","18.527","5937",".103","57862.7"
"AL","Charles R Lowman","56","3","04-02-1995","0","0","","","","","","","","",""
"AL","Charles R Lowman","56","3","04-03-1995","0","0","","","","","","","","",""
"AL","Charles R Lowman","56","3","04-04-1995","0","0","","","","","","","","",""
"AL","Charles R Lowman","56","3","04-05-1995","0","0","","","","","","","","",""
"AL","Charles R Lowman","56","3","04-06-1995","0","0","","","","","","","","",""
"AL","Charles R Lowman","56","3","04-07-1995","0","0","","","","","","","","",""
"AL","Charles R Lowman","56","3","04-08-1995","0","0","","","","","","","","",""
"AL","Gadsden","7","1","04-29-1995","24","24","877","","15.875","2.751",".676","3.885","1182.7",".103","11538.2"
"AL","Gadsden","7","2","04-23-1995","0","0","","","","","","","","",""
"AL","Gadsden","7","2","04-24-1995","24","24","617","","10.242","1.723",".507","2.889","894.2",".102","8725"
"AL","Gadsden","7","2","04-25-1995","24","24","1181","","19.647","2.702",".673","4.89","1487.6",".103","14508.3"
"AL","Gadsden","7","2","04-26-1995","24","24","1064","","18.286","2.667",".612","4.18","1403.5",".103","13690.4"
"AL","Gadsden","7","2","04-27-1995","24","24","1070","","18.905","2.788",".601","4.084","1392.6",".103","13584.5"
"AL","Gadsden","7","2","04-28-1995","24","24","1072","","18.741","2.741",".6","4.102","1401.7",".102","13675.3"
"AL","Gadsden","7","2","04-29-1995","24","24","1069","","17.975","2.688",".608","4.061","1370.6",".103","13369.7"
"AL","E C Gaston","26","1","04-23-1995","24","24","3801","","22.535","1.094",".5","10.269","4215.512",".103","41091.5"
"AL","E C Gaston","26","1","04-24-1995","24","24","4430","","25.565","1.081",".504","11.897","4838.645",".103","47165.3"
"AL","E C Gaston","26","1","04-25-1995","24","24","4153","","24.276","1.065",".488","11.156","4649.081",".103","45316"
"AL","E C Gaston","26","1","04-26-1995","24","24","4945","","29.408","1.105",".5","13.254","5375.32",".103","52394.3"
"AL","E C Gaston","26","1","04-27-1995","24","24","4306","","27.209","1.138",".448","10.54","4846.19",".103","47238.6"
"AL","E C Gaston","26","1","04-28-1995","24","24","4332","","27.265","1.127",".452","10.935","4944.214",".103","48193.3"
"AL","E C Gaston","26","1","04-29-1995","24","24","4612","","26.145","1.055",".429","10.789","5091.539",".103","49631"
"AL","E C Gaston","26","2","04-23-1995","24","24","2993","","17.753","1.094",".5","8.077","3300.288",".103","32170.1"
"AL","E C Gaston","26","2","04-24-1995","24","24","3609","","21.079","1.081",".504","9.688","3953.355",".103","38535.7"
"AL","E C Gaston","26","2","04-25-1995","24","24","4117","","24.422","1.065",".488","11.019","4661.719",".103","45439.7"
"AL","E C Gaston","26","2","04-26-1995","24","24","4387","","26.332","1.105",".5","11.764","4792.38",".103","46712.2"
"AL","E C Gaston","26","2","04-27-1995","24","24","4612","","29.122","1.138",".448","11.349","5198.31",".103","50670.8"
"AL","E C Gaston","26","2","04-28-1995","24","24","3982","","25.185","1.127",".452","10.039","4560.586",".103","44453.9"
"AL","E C Gaston","26","2","04-29-1995","24","24","3018","","17.251","1.055",".429","7.047","3363.061",".103","32782.2"
"AL","E C Gaston","26","3","04-23-1995","24","24","3769","","26.579","1.246",".481","10.08","4362.7",".103","42531.1"
"AL","E C Gaston","26","3","04-24-1995","24","24","4298","","28.42","1.179",".416","9.917","4920.2",".103","47966"
"AL","E C Gaston","26","3","04-25-1995","24","24","4752","","31.889","1.171",".433","11.724","5558.508",".103","54188.7"
"AL","E C Gaston","26","3","04-26-1995","24","24","4915","","33.728","1.242",".44","12.015","5573.612",".103","54329"
"AL","E C Gaston","26","3","04-27-1995","24","24","5114","","30.917","1.236",".423","10.566","5125.11",".103","49956.7"
"AL","E C Gaston","26","3","04-28-1995","24","24","4525","","28.202","1.257",".396","8.901","4607.086",".103","44907"
"AL","E C Gaston","26","3","04-29-1995","24","24","4220","","25.858","1.227",".408","8.649","4356.171",".103","42461.8"
"AL","E C Gaston","26","4","04-23-1995","0","0","","","","","","","","",""
"AL","E C Gaston","26","4","04-24-1995","0","0","","","","","","","","",""
"AL","E C Gaston","26","4","04-25-1995","4","4","4","",".029","1.114",".436",".011","5.292",".103","51.6"
"AL","E C Gaston","26","4","04-26-1995","24","24","2626","","17.646","1.242",".44","5.782","2719.988",".103","26513.5"
"AL","E C Gaston","26","4","04-27-1995","24","24","4804","","29.023","1.236",".423","9.921","4811.29",".103","46897.7"
"AL","E C Gaston","26","4","04-28-1995","24","24","4155","","25.876","1.257",".396","8.149","4226.214",".103","41194.5"
"AL","E C Gaston","26","4","04-29-1995","24","24","3507","","21.542","1.227",".408","7.183","3613.829",".103","35226.1"
"AL","E C Gaston","26","5","04-23-1995","0","0","","","","","","","","",""
"AL","E C Gaston","26","5","04-24-1995","0","0","","","","","","","","",""
"AL","E C Gaston","26","5","04-25-1995","0","0","","","","","","","","",""
"AL","E C Gaston","26","5","04-26-1995","0","0","","","","","","","","",""
"AL","E C Gaston","26","5","04-27-1995","0","0","","","","","","","","",""
"AL","E C Gaston","26","5","04-28-1995","0","0","","","","","","","","",""
"AL","E C Gaston","26","5","04-29-1995","0","0","","","","","","","","",""
"AL","Colbert","47","1","04-23-1995","0","0","","","","","","","","",""
"AL","Colbert","47","1","04-24-1995","0","0","","","","","","","","",""
"AL","Colbert","47","1","04-25-1995","0","0","","","","","","","","",""
"AL","Colbert","47","1","04-26-1995","0","0","","","","","","","","",""
"AL","Colbert","47","1","04-27-1995","0","0","","","","","","","","",""
"AL","Colbert","47","1","04-28-1995","0","0","","","","","","","","",""
"AL","Colbert","47","1","04-29-1995","0","0","","","","","","","","",""
"AL","Colbert","47","2","04-23-1995","24","24","4640","","27.954","1.178",".407","9.662","4870.514",".103","47469.418"
"AL","Colbert","47","2","04-24-1995","24","24","4633","","27.9","1.176",".402","9.514","4864.203",".103","47409.068"
"AL","Colbert","47","2","04-25-1995","24","24","4259","","20.507","1.019",".384","7.809","4203.209",".103","40966.159"
"AL","Colbert","47","2","04-26-1995","24","24","2461","","17.578","1.389",".403","4.889","2535.656",".103","24713.409"
"AL","Colbert","47","2","04-27-1995","24","24","4611","","31.032","1.321",".398","9.355","4823.557",".103","47013.6"
