"STATE","FACILITY_NAME","ORISPL_CODE","UNITID","OP_DATE","SUM_OP_TIME","COUNT_OP_TIME","GLOAD","SLOAD","SO2_MASS","SO2_RATE","NOX_RATE","NOX_MASS","CO2_MASS","CO2_RATE","HEAT_INPUT"
"AL","E C Gaston","26","4","07-26-1995","24","24","5310","","32.516","1.213",".394","10.454","5467.773",".103","53295.9"
"AL","E C Gaston","26","4","07-27-1995","12.5","13","2344","","14.478","1.227",".39","4.586","2417.971",".103","23570.29"
"AL","E C Gaston","26","4","07-28-1995","0","0","","","","","","","","",""
"AL","E C Gaston","26","4","07-29-1995","0","0","","","","","","","","",""
"AL","E C Gaston","26","5","07-23-1995","24","24","17463","","135.63","1.455",".404","36.796","18849.9",".103","183732.5"
"AL","E C Gaston","26","5","07-24-1995","24","24","19072","","149.416","1.501",".399","40.007","20550",".103","200304.4"
"AL","E C Gaston","26","5","07-25-1995","24","24","19570","","124.764","1.213",".381","39.178","21132.4",".103","205981.2"
"AL","E C Gaston","26","5","07-26-1995","24","24","18545","","114.172","1.164",".348","34.138","20141.1",".103","196317"
"AL","E C Gaston","26","5","07-27-1995","24","24","17562","","109.602","1.188",".351","31.984","18921.2",".103","184428.8"
"AL","E C Gaston","26","5","07-28-1995","24","24","17423","","109.964","1.186",".391","36.379","19063.9",".103","185820.1"
"AL","E C Gaston","26","5","07-29-1995","24","24","16436","","104.439","1.187",".386","33.292","18057.1",".103","176004.2"
"AL","Colbert","47","1","07-23-1995","24","24","4388","","28.053","1.208",".383","8.906","5102.176",".109","46649.964"
"AL","Colbert","47","1","07-24-1995","24","24","4075","","30.43","1.415",".403","8.743","4679.925",".109","42788.986"
"AL","Colbert","47","1","07-25-1995","24","24","4449","","31.845","1.382",".396","9.131","5046.74",".109","46142.88"
"AL","Colbert","47","1","07-26-1995","24","24","3271","","23.463","1.345",".38","6.696","3760.523",".109","34382.387"
"AL","Colbert","47","1","07-27-1995","24","24","3419","","29.8","1.638",".406","7.253","3931.782",".109","35948.554"
"AL","Colbert","47","1","07-28-1995","24","24","3820","","29.446","1.495",".425","8.378","4371.566",".109","39969.994"
"AL","Colbert","47","1","07-29-1995","24","24","3905","","26.521","1.301",".401","8.233","4471.252",".109","40880.938"
"AL","Colbert","47","2","07-23-1995","24","24","4295","","27.615","1.208",".383","8.74","4995.652",".109","45675.799"
"AL","Colbert","47","2","07-24-1995","24","24","4415","","33.031","1.415",".403","9.417","5107.178",".109","46695.391"
"AL","Colbert","47","2","07-25-1995","24","24","4390","","31.406","1.382",".396","9.005","4978.514",".109","45519.161"
"AL","Colbert","47","2","07-26-1995","24","24","4284","","30.615","1.345",".38","8.645","4988.987",".109","45613.864"
"AL","Colbert","47","2","07-27-1995","24","24","4134","","36.245","1.638",".406","8.961","4842.757",".109","44277.674"
"AL","Colbert","47","2","07-28-1995","24","24","3814","","29.347","1.495",".425","8.357","4359.987",".109","39864.123"
"AL","Colbert","47","2","07-29-1995","24","24","4485","","30.759","1.301",".401","9.46","5168.854",".109","47259.148"
"AL","Colbert","47","3","07-23-1995","24","24","3166","","20.062","1.208",".383","6.521","3632.942",".109","33216.475"
"AL","Colbert","47","3","07-24-1995","24","24","3571","","26.627","1.415",".403","7.673","4089.982",".109","37394.971"
"AL","Colbert","47","3","07-25-1995","24","24","3649","","25.538","1.382",".396","7.486","4116.405",".109","37636.663"
"AL","Colbert","47","3","07-26-1995","24","24","3275","","23.375","1.345",".38","6.715","3755.773",".109","34338.892"
